candidate_id,program_id,score,timestamp,is_scholarship,hs_id
4953,2,6747,157,0,342
7654,250,7622,158,1,400
4800,191,8692,159,0,264
9697,37,7924,160,1,223
7294,479,8048,161,0,263
5548,12,8529,162,0,184
11164,1,6525,163,0,352
477,35,5018,164,1,158
5775,1,10000,165,0,301
10088,56,6659,166,0,279
9034,24,5148,167,0,74
7758,1,8451,168,0,96
5969,1,7568,169,0,16
6827,1,6494,170,0,194
7680,1,5365,171,1,225
10724,604,8784,172,0,167
9554,2,4399,173,0,181
4660,204,6139,174,0,37
218,1,5375,175,1,369
9763,3,6745,176,0,280
1664,7,7539,177,0,266
9388,3,7757,178,0,55
4373,510,8252,179,0,360
11105,2,5348,180,0,340
4042,7,5123,181,0,358
2243,1,5516,182,0,333
6238,1,4269,183,0,66
10825,34,6769,184,0,276
8849,3,4878,185,0,202
10499,8,6339,186,0,359
3522,34,5664,187,1,383
8494,1,7158,188,0,71
9381,1,7681,189,0,182
3088,33,7547,190,0,280
5201,738,6722,191,0,280
3450,1,6596,192,0,242
8494,6,4711,193,0,71
5868,747,7308,194,0,130
822,121,5440,195,0,28
4048,697,7496,196,0,247
4535,10,6900,197,0,251
10734,558,6078,198,0,56
4201,1,6179,199,0,156
8907,7,7306,200,1,200
5455,140,7524,201,0,352
7003,4,6356,202,0,75
1773,6,7309,203,0,338
7304,6,4672,204,0,6
2795,4,7077,205,0,390
10067,99,9073,206,0,43
5331,566,6690,207,0,335
892,2,6588,208,0,1
7074,3,3735,209,1,276
5247,91,7100,210,1,181
10799,53,5282,211,0,396
4550,101,4295,212,0,306
11728,31,7906,213,0,145
61,286,9044,214,0,292
5255,136,4312,215,0,110
10219,22,5511,216,0,224
3218,2,6217,217,0,198
2469,1,7569,218,0,59
11729,158,6603,219,0,72
5804,155,7443,220,0,95
7440,221,6985,221,0,242
5904,2,6921,222,0,31
4499,50,5642,223,0,152
637,341,7883,224,1,399
2732,1,6937,225,0,351
8299,1,8332,226,0,378
7350,1,6265,227,0,64
5990,2,6947,228,1,128
2095,31,4845,229,0,183
10276,108,4655,230,0,192
1819,105,7688,231,1,279
7594,33,7635,232,1,195
9624,607,4908,233,0,306
6905,562,8028,234,0,34
10178,6,9085,235,0,169
3178,307,6546,236,1,160
8118,43,7252,237,0,373
4877,2,7740,238,1,232
3121,15,8145,239,0,365
8477,1,5591,240,0,298
11370,4,9302,241,0,52
5766,99,8517,242,0,197
1600,1,6016,243,0,8
261,11,7361,244,0,250
3355,6,5616,245,0,81
4447,2,9454,246,0,328
3456,1,7424,247,0,155
1179,10,6097,248,0,35
9153,3,6202,249,0,295
1920,1,8519,250,0,395
6686,4,7104,251,0,304
10951,31,5464,252,0,314
3105,1,8517,253,0,27
8980,76,6019,254,1,13
9263,1,6334,255,0,324
10069,7,7428,256,1,286
792,4,3614,257,1,157
3112,154,3417,258,1,283
10358,224,6503,259,1,108
7616,50,7029,260,0,356
487,2,7264,261,0,86
1380,3,5605,262,0,211
9820,111,6892,263,0,140
2786,9,6505,264,0,398
6621,22,7241,265,0,202
2730,44,8084,266,0,155
8555,1,5440,267,0,40
7615,4,7344,268,0,81
10670,451,8731,269,0,25
3896,3,9279,270,1,148
7960,141,5320,271,1,258
7448,1,7065,272,0,141
2603,1,3780,273,0,127
3068,8,4880,274,1,224
6256,2,7378,275,1,170
4083,16,4827,276,0,242
5239,66,7263,277,0,392
2877,1,6223,278,0,288
2063,8,7494,279,0,11
8072,4,5100,280,1,11
9649,258,5155,281,0,324
7253,135,7908,282,0,248
11651,205,6181,283,0,35
1496,52,4137,284,0,389
3415,3,6557,285,0,332
2459,19,8768,286,0,384
2124,11,6863,287,0,260
11530,4,7374,288,0,255
3221,2,4984,289,1,42
9875,24,6376,290,0,154
7144,232,8602,291,1,371
10282,2,4238,292,0,343
10154,3,6253,293,1,144
4043,1,8883,294,0,300
911,4,5372,295,1,98
3060,4,9397,296,0,366
10617,1,8125,297,1,132
10500,23,8077,298,0,148
6424,3,2729,299,0,353
7377,93,6672,300,0,123
10474,2,7930,301,0,294
10972,48,5672,302,0,1
2754,616,6492,303,0,16
3311,1,7442,304,0,68
4885,4,6892,305,0,37
3499,556,5658,306,0,357
571,5,7395,307,0,45
6348,3,8742,308,0,45
8959,1,7965,309,0,361
2797,116,8625,310,0,259
1032,3,5375,311,0,352
11915,194,8712,312,0,191
9950,12,4430,313,1,152
4028,1,3883,314,0,281
5645,728,8351,315,1,184
233,243,8823,316,1,253
8699,55,6570,317,0,165
3931,17,3366,318,0,143
1310,58,8505,319,1,34
10377,417,7443,320,0,294
4066,1,6712,321,1,337
10963,2,7842,322,1,220
347,62,5589,323,0,358
7342,5,4742,324,0,33
9397,660,6967,325,0,135
4702,122,8954,326,1,283
3373,10,7644,327,0,6
7542,1,6667,328,0,354
1101,18,4361,329,1,274
8832,17,6629,330,0,37
9693,14,7689,331,0,167
9990,72,4602,332,0,347
8705,7,6758,333,1,191
5905,223,5006,334,0,345
7350,16,4526,335,0,64
7220,1,9429,336,0,116
10483,107,7778,337,0,17
3083,1,8107,338,0,252
4969,257,5108,339,0,277
6032,327,5741,340,0,284
5639,1,7386,341,0,214
7056,1,8933,342,0,250
5930,37,7277,343,0,242
6121,6,4400,344,0,180
7299,4,2152,345,0,351
9079,56,7352,346,0,387
7208,3,5045,347,0,102
4397,1,4096,348,1,266
1417,12,7194,349,0,256
4922,189,6635,350,0,164
4190,482,5195,351,0,43
7420,1,7938,352,0,129
11539,54,7723,353,1,202
11202,3,5110,354,0,54
2044,553,6464,355,0,89
9475,4,6073,356,0,273
11934,1,6465,357,1,130
10789,3,5667,358,0,316
9880,9,7347,359,1,241
9127,1,8651,360,1,108
6123,66,6827,361,0,385
11856,3,6422,362,1,399
7577,52,8522,363,0,241
8409,2,6579,364,1,320
11938,8,8736,365,1,204
4601,26,4659,366,1,7
7057,1,6626,367,0,369
9023,2,5235,368,0,390
7268,129,7629,369,1,204
8729,4,7293,370,1,41
9499,3,6969,371,0,323
1853,19,5769,372,0,89
5903,34,6811,373,0,127
8823,165,7738,374,0,359
1527,13,5757,375,0,388
7674,149,5470,376,0,205
4739,224,6443,377,0,159
1730,327,7250,378,0,387
9457,300,7699,379,0,65
186,35,8464,380,0,233
814,35,7839,381,0,135
11051,4,6548,382,0,224
9277,1,5878,383,0,263
128,311,8903,384,0,60
7692,5,5633,385,0,145
3088,3,5717,386,0,280
9455,12,3583,387,1,169
10162,59,6569,388,0,200
4024,117,6330,389,0,170
893,1,8304,390,0,237
3874,75,2910,391,0,275
3207,385,4958,392,0,39
4456,605,5305,393,1,55
8004,390,5415,394,0,86
6178,14,8000,395,0,155
11627,215,4012,396,0,303
9482,16,8317,397,1,248
11636,141,8786,398,0,265
6773,701,5862,399,1,66
774,4,5534,400,0,30
7112,1,3949,401,1,354
9761,56,9111,402,0,247
4159,372,5415,403,0,79
3256,254,6651,404,0,106
1031,7,8594,405,0,134
11006,6,5346,406,1,151
2244,1,6587,407,0,76
1442,145,6289,408,0,78
3501,2,6720,409,0,355
11653,1,5319,410,0,232
4984,1,5383,411,0,171
10793,342,5202,412,1,88
11087,5,5113,413,0,94
2990,82,6697,414,0,291
8190,1,5087,415,0,131
6095,7,5785,416,0,335
1277,54,8230,417,0,93
10272,68,5140,418,0,312
1236,1,6075,419,1,11
9826,7,7294,420,0,63
8579,99,3734,421,0,205
5871,281,6922,422,0,179
8648,1,8591,423,0,75
8723,15,4811,424,0,377
10200,216,6521,425,1,370
8218,19,7272,426,0,235
905,76,5864,427,0,219
89,2,6778,428,1,364
7582,8,4839,429,1,127
3524,1,5943,430,1,273
11573,86,6851,431,0,301
5553,13,7586,432,1,286
7900,1,6869,433,0,272
6609,386,3958,434,0,381
8590,2,7122,435,1,242
1153,1,7323,436,0,175
8590,45,6996,437,1,242
6751,1,5637,438,0,193
4668,26,7163,439,0,386
2026,1,6050,440,0,260
3698,1,7370,441,0,392
10534,50,6445,442,1,89
10548,18,6896,443,0,273
2518,26,4693,444,0,329
9306,39,6175,445,1,20
9758,42,6049,446,0,241
2184,1,4184,447,0,64
11547,5,4510,448,0,121
6394,16,5181,449,0,352
10276,169,8436,450,0,192
7784,24,8234,451,1,2
11375,8,5176,452,0,159
528,106,7869,453,0,229
11372,135,5393,454,0,140
3861,2,7412,455,1,69
2306,1,7891,456,0,196
1853,1,6006,457,0,89
273,179,8394,458,1,355
848,2,8665,459,1,135
8817,14,6457,460,1,88
3069,10,7975,461,0,109
8238,26,6519,462,0,138
10393,373,8521,463,0,271
3687,26,8284,464,1,158
4535,1,9378,465,0,251
6838,5,8592,466,1,204
9815,1,9561,467,0,318
11084,4,3732,468,0,235
7098,51,4961,469,0,336
2803,25,7269,470,1,288
3706,21,7519,471,1,6
4752,164,7716,472,0,381
9764,779,4078,473,0,238
965,2,8141,474,0,304
9660,37,5105,475,0,242
10445,24,8277,476,0,313
9759,1,6030,477,0,295
5930,720,5804,478,0,242
9729,4,5705,479,1,130
7516,29,5322,480,1,355
2839,2,7560,481,0,43
2027,5,7771,482,1,145
7772,1,6105,483,0,42
3032,533,6296,484,0,26
435,1,6451,485,0,282
1434,1,4245,486,1,303
4910,45,8459,487,1,242
5889,14,7951,488,0,193
11039,3,9177,489,0,150
4430,385,6589,490,0,76
1676,36,8079,491,0,358
4220,6,4806,492,0,355
6109,40,6910,493,0,258
2931,367,6752,494,1,400
4986,180,8445,495,0,291
8961,4,6944,496,0,234
10470,69,7601,497,1,217
6375,2,6375,498,0,291
11770,4,5452,499,1,58
7546,731,7746,500,0,360
867,49,4592,501,1,237
8210,4,4290,502,0,399
2816,11,6226,503,1,7
1578,6,6385,504,0,167
9990,39,5696,505,0,347
9353,10,7788,506,0,54
9360,6,5155,507,0,295
6583,5,7152,508,0,345
11844,194,6297,509,1,95
3647,97,7254,510,0,195
53,2,5308,511,1,79
5019,4,4462,512,0,305
2481,243,4147,513,0,349
1742,47,6773,514,0,171
9539,17,4990,515,1,245
1042,21,4057,516,0,221
10582,1,7226,517,1,42
7185,13,4475,518,0,14
11883,54,3910,519,0,161
7267,6,4596,520,1,124
3161,5,4335,521,0,151
9564,5,7818,522,0,97
1321,17,4852,523,0,253
10806,2,7999,524,1,286
11824,108,6373,525,0,105
5537,1,3723,526,1,128
8158,69,6196,527,0,377
1596,10,5997,528,1,354
6394,2,6607,529,0,352
595,2,5158,530,1,164
7588,2,6134,531,0,112
10851,1,5345,532,0,188
1425,730,8059,533,0,348
5047,2,6493,534,0,278
7585,1,6657,535,0,70
3052,26,6133,536,0,227
6434,587,9594,537,0,297
10475,2,7348,538,1,89
10949,2,8391,539,0,20
7480,15,8834,540,0,45
10716,3,4569,541,0,144
10814,6,7375,542,0,212
10227,14,6069,543,0,58
10207,782,5979,544,0,266
11907,4,8740,545,1,313
6853,4,3079,546,1,284
10603,39,4961,547,1,341
2435,14,8444,548,0,190
2224,188,7431,549,1,52
4615,5,8763,550,1,11
53,22,5596,551,1,79
7248,9,7726,552,0,89
4331,17,5680,553,0,129
6614,8,5464,554,0,127
5912,1,4330,555,0,159
1927,1,5650,556,0,202
194,4,5447,557,0,89
3382,798,7743,558,0,68
7454,9,7326,559,1,41
9168,8,6952,560,0,385
1836,6,4727,561,0,329
10010,70,5809,562,0,67
6807,3,5556,563,0,43
2720,4,9332,564,1,72
8538,3,7622,565,0,298
10605,14,6361,566,0,241
1055,7,3165,567,0,287
9627,17,6653,568,1,303
6119,363,8236,569,0,138
7675,3,6015,570,0,26
49,20,6025,571,0,353
9898,725,9166,572,0,184
6320,52,8911,573,0,148
4546,134,5206,574,0,291
1878,99,7223,575,1,326
2802,1,3916,576,0,316
8157,21,7135,577,0,224
5253,3,5182,578,0,352
8402,3,6245,579,0,181
999,1,3734,580,0,138
8670,74,6726,581,0,101
1439,312,8351,582,0,85
11754,162,8392,583,0,28
3435,6,6278,584,1,252
9966,297,6582,585,0,373
7445,91,6604,586,0,30
5132,19,7110,587,0,244
3572,90,7826,588,0,121
10945,71,4635,589,0,268
9855,1,7076,590,0,309
10991,19,7359,591,0,252
7972,24,6483,592,0,28
9208,3,5311,593,0,243
11224,95,8175,594,0,357
4847,50,7922,595,0,153
1795,1,4777,596,0,188
6177,4,5821,597,0,27
8441,1,5941,598,0,63
6782,4,5479,599,0,144
11993,1,5068,600,0,369
1672,1,9132,601,0,80
3233,2,6662,602,0,389
8092,42,3229,603,0,84
10648,1,7706,604,0,379
3684,543,7661,605,0,81
10355,1,8926,606,1,161
1220,116,2997,607,1,44
3382,2,7338,608,0,68
208,187,4368,609,0,157
5517,9,7240,610,0,213
4313,130,6025,611,0,312
761,6,5427,612,1,218
11557,2,3224,613,0,125
259,207,8474,614,0,360
9024,1,6069,615,0,298
6722,1,5031,616,1,240
5594,1,6798,617,0,85
6072,13,6911,618,0,111
4336,60,6876,619,0,193
8271,2,4759,620,0,286
9789,15,5240,621,0,75
686,146,9566,622,1,135
9967,1,4471,623,0,251
10247,63,5439,624,0,214
8681,1,7345,625,0,193
11331,1,4883,626,0,397
1378,8,7556,627,1,10
2897,4,8412,628,0,38
8488,4,7344,629,1,210
6683,22,5517,630,0,114
2935,1,6702,631,0,32
7298,17,5718,632,0,134
4371,1,8074,633,0,141
5457,397,7581,634,1,29
9571,7,5533,635,0,314
6972,2,4948,636,0,305
7142,10,6302,637,0,391
10659,5,5629,638,1,124
4413,1,4351,639,0,132
7151,62,6826,640,0,372
5376,5,7653,641,0,324
3398,133,8015,642,1,379
11455,60,6794,643,0,385
2797,113,4208,644,0,259
4723,441,9217,645,1,124
9909,2,8444,646,0,259
6975,13,8026,647,0,42
3195,14,3317,648,0,137
3404,19,6715,649,1,360
11457,54,5571,650,0,184
6291,63,8455,651,0,375
3249,25,7606,652,0,129
9183,17,3469,653,0,205
2718,11,8725,654,0,76
8814,1,7814,655,0,270
2701,2,6277,656,0,149
2887,1,7586,657,0,392
11410,16,5196,658,0,67
6536,17,6872,659,0,109
3786,2,5570,660,0,18
10961,4,6705,661,1,267
5595,169,8485,662,0,72
6222,1,8639,663,0,285
1365,11,7301,664,0,257
2919,9,5598,665,0,88
3535,7,9046,666,0,131
5414,2,5614,667,1,312
7655,441,4431,668,0,400
11053,13,6638,669,1,335
8376,8,5956,670,0,83
260,1,5623,671,0,357
10446,1,5994,672,0,50
8360,7,5425,673,1,336
682,2,6268,674,1,178
5871,32,8270,675,0,179
10905,39,8927,676,1,193
3080,1,6739,677,0,1
11852,4,5149,678,0,194
2767,3,8599,679,1,182
4269,24,5010,680,0,65
2764,13,7028,681,0,118
6343,160,7026,682,0,261
3352,1,5681,683,1,341
6334,7,7808,684,1,293
248,46,8315,685,0,198
1951,1,7359,686,0,350
8882,1,6645,687,0,181
2168,6,4654,688,0,202
7710,2,5192,689,0,205
6173,1,5522,690,1,282
7016,142,6734,691,0,136
7078,52,8303,692,1,121
5728,29,5272,693,0,15
9303,180,7189,694,0,132
7694,49,5791,695,0,295
5589,6,7074,696,0,90
7171,63,6152,697,0,258
3943,340,6587,698,0,269
9136,404,7199,699,0,109
3138,183,5718,700,0,249
7172,80,8980,701,0,108
1228,534,7204,702,0,189
6179,399,5601,703,0,295
10256,21,8001,704,1,183
17,5,9030,705,0,349
2587,34,5876,706,1,218
9909,581,4096,707,0,259
10814,1,5817,708,0,212
6974,5,5100,709,0,207
3370,1,7251,710,1,128
7183,1,4863,711,0,121
2290,14,8023,712,0,279
11543,1,9016,713,0,57
5031,1,4076,714,0,310
7437,14,8714,715,0,307
7408,12,7042,716,1,328
8011,8,8681,717,0,61
10083,1,7619,718,0,109
425,1,7851,719,1,222
8623,11,7411,720,0,385
8099,1,6241,721,0,265
10924,1,4653,722,0,270
7186,3,4978,723,0,82
8375,406,5535,724,0,320
9050,64,8752,725,0,163
6733,211,7675,726,0,178
1935,74,8238,727,0,359
1400,1,5306,728,1,188
8340,44,5398,729,0,161
2990,29,7173,730,0,291
11903,314,5986,731,1,60
7790,1,4191,732,0,343
509,1,8520,733,0,387
4619,1,5845,734,0,197
4394,5,7616,735,0,10
4317,3,8609,736,0,352
4393,2,8608,737,0,146
5336,70,6559,738,0,1
2852,367,6332,739,1,135
11637,372,3902,740,1,156
3827,1,9163,741,0,61
1257,1,8403,742,1,384
317,6,6004,743,0,376
8852,67,6069,744,1,184
5385,62,6712,745,1,100
467,128,5769,746,1,185
3385,1,7184,747,0,11
9021,12,3777,748,0,29
7370,1,6923,749,0,131
2923,33,7428,750,0,119
3779,117,6318,751,0,376
8085,3,5230,752,0,58
7184,4,7901,753,0,290
10940,1,5807,754,1,308
11425,190,6417,755,1,2
5745,3,7783,756,0,81
300,2,5238,757,0,38
8019,4,5142,758,0,231
7809,1,7199,759,0,218
8404,697,9589,760,0,86
4047,365,4950,761,0,74
7487,11,6216,762,1,170
6061,4,5285,763,0,87
9084,8,4906,764,0,210
4297,364,7746,765,0,264
1152,1,6318,766,0,267
6818,2,6733,767,0,56
8402,30,4979,768,0,181
4605,3,6261,769,0,264
1773,8,7235,770,0,338
5987,1,7332,771,0,75
8896,5,6186,772,0,173
9207,347,7762,773,1,280
4647,35,8002,774,1,372
10791,16,7113,775,1,382
7730,144,5571,776,0,318
1157,1,5810,777,1,327
6662,39,2771,778,0,344
303,505,5792,779,1,44
9955,4,7776,780,1,20
6391,1,6072,781,0,254
8679,18,4812,782,1,6
2839,285,8853,783,0,43
3853,1,5026,784,0,56
2454,2,7384,785,0,167
7996,38,7656,786,1,287
2837,10,7108,787,1,194
8842,720,5557,788,0,365
3037,12,2978,789,0,180
2407,4,6313,790,1,32
11335,3,8315,791,0,249
3262,8,5085,792,0,274
2712,74,4789,793,1,272
3370,61,7687,794,1,128
2285,6,5281,795,0,31
8305,4,5978,796,1,300
3293,18,7958,797,0,343
1971,1,8368,798,0,349
1494,8,5773,799,0,305
11307,3,7201,800,0,54
10677,1,7776,801,0,77
1173,31,6112,802,0,390
10135,1,8055,803,1,187
4807,2,6472,804,0,388
74,17,5383,805,1,13
11768,168,6754,806,0,264
4126,23,5094,807,1,196
2186,468,6232,808,0,104
2418,1,6959,809,1,360
9132,90,8287,810,0,367
9871,51,4735,811,0,242
801,39,3270,812,0,12
11515,483,7445,813,0,112
6476,1,7372,814,1,139
5046,1,6990,815,0,105
6855,447,3995,816,1,346
729,213,7661,817,0,59
7026,1,5666,818,0,6
7918,7,8813,819,1,380
2890,184,8335,820,1,388
2751,16,7462,821,0,1
5567,1,2661,822,1,77
7085,2,9135,823,0,197
7521,122,5544,824,0,160
11764,1,5429,825,0,35
153,2,7789,826,0,136
5894,108,7562,827,0,211
1754,1,6794,828,0,56
7511,15,7149,829,0,114
28,1,7880,830,0,143
8743,1,6843,831,1,19
4773,12,3726,832,0,101
7128,74,8289,833,1,357
10341,4,7759,834,0,142
6900,2,5063,835,1,394
3499,39,7070,836,0,357
208,44,6389,837,0,157
7546,1,6103,838,0,360
4381,29,6668,839,0,188
2483,10,6864,840,0,282
11002,673,5690,841,0,208
5528,17,5310,842,0,227
5766,19,5253,843,0,197
5269,1,5899,844,0,93
887,7,6687,845,0,60
9420,1,3844,846,0,239
95,1,6912,847,0,395
4006,9,5998,848,1,26
2865,150,6715,849,0,322
2323,530,6658,850,0,218
9497,127,6155,851,0,232
5426,8,8889,852,0,195
9539,6,8305,853,1,245
8209,35,5652,854,1,395
11562,3,4331,855,1,322
9416,1,7278,856,0,379
11919,54,4059,857,1,380
7929,414,6682,858,0,363
9596,212,9835,859,1,44
8827,23,6909,860,0,176
2126,88,6028,861,0,400
2929,1,6043,862,0,124
2430,2,5935,863,0,111
11039,173,8522,864,0,150
1423,9,6241,865,0,36
6006,2,4478,866,0,48
7981,24,4999,867,1,280
3700,44,7325,868,1,350
11354,204,9020,869,0,21
9923,1,5874,870,0,91
9315,2,6429,871,1,26
9925,9,5220,872,1,66
1981,130,8856,873,0,270
4975,676,6607,874,0,223
3289,1,8828,875,0,130
6527,3,6189,876,0,198
10601,5,6087,877,0,64
7578,340,7784,878,0,350
10508,25,6593,879,0,277
3497,3,4889,880,1,275
3695,14,5728,881,0,263
3621,1,8494,882,1,81
10742,162,6402,883,0,252
10687,5,8235,884,0,400
7455,13,8591,885,0,241
4373,86,3528,886,0,360
2883,9,5493,887,0,340
1653,1,4740,888,1,233
2742,3,6929,889,0,396
7517,1,5413,890,1,352
4064,5,5363,891,0,48
8605,660,9245,892,0,154
5490,64,7716,893,1,353
11891,582,7423,894,0,292
8422,1,7285,895,0,63
9898,32,6450,896,0,184
844,74,4960,897,0,74
584,6,7127,898,0,399
9101,105,5628,899,0,318
11789,1,4234,900,1,383
3527,250,6516,901,0,375
7848,481,9632,902,1,29
7288,1,6550,903,1,183
2836,1,5231,904,0,316
9635,173,6619,905,1,230
4212,15,8378,906,1,71
1615,661,6790,907,1,82
3932,12,5548,908,1,297
3077,2,7482,909,1,392
9414,2,5581,910,0,398
2279,27,6891,911,0,89
10244,3,7241,912,0,290
3738,628,7662,913,0,98
1016,70,7201,914,0,326
9016,14,4848,915,0,305
9242,178,3556,916,0,322
1820,87,7950,917,0,250
3722,4,5496,918,1,115
10453,18,7279,919,1,204
4984,5,6564,920,0,171
6396,1,5543,921,0,37
3188,1,7877,922,0,194
10738,2,5664,923,0,277
8620,1,6442,924,0,215
8926,175,8255,925,0,307
6532,9,8917,926,1,389
9537,2,9678,927,1,357
7139,1,9175,928,0,180
6072,31,7211,929,0,111
3840,5,6882,930,0,179
3353,162,2829,931,1,10
7301,20,5429,932,0,23
6945,1,6497,933,0,325
2064,540,7112,934,0,54
2609,202,7455,935,0,163
3802,3,6215,936,0,149
11039,85,4969,937,0,150
2236,21,6134,938,0,129
3204,1,8530,939,0,336
1419,2,5380,940,0,203
518,3,7169,941,1,370
7197,13,5583,942,1,256
2999,9,5184,943,1,259
931,13,7174,944,0,298
7608,1,4253,945,1,387
1210,4,6209,946,0,65
9700,1,6647,947,1,232
5246,4,5731,948,0,347
6293,762,6642,949,0,185
6555,1,5933,950,0,223
5989,1,7823,951,0,206
5472,5,5273,952,0,344
5198,4,6996,953,1,216
10150,1,7973,954,1,304
7445,158,10000,955,0,30
8436,89,9038,956,0,130
2431,112,4268,957,0,30
6588,24,5924,958,0,272
11831,9,8193,959,0,118
3607,13,8273,960,0,54
5544,1,4730,961,0,295
940,1,5605,962,0,283
850,477,7071,963,1,76
836,235,6843,964,0,252
5380,2,7106,965,0,269
335,10,5327,966,0,63
9339,1,5101,967,0,150
10684,110,5458,968,0,194
1258,247,7309,969,0,226
3649,618,7469,970,0,127
8719,1,8576,971,0,175
11477,577,5257,972,0,207
4846,1,8497,973,1,7
9185,58,5035,974,1,346
614,527,6854,975,1,209
1712,1,6062,976,0,338
4654,16,6529,977,0,254
1964,93,7723,978,0,316
9325,83,4069,979,0,50
10790,108,5805,980,0,179
6268,28,6286,981,0,226
11637,9,6634,982,1,156
3757,11,7588,983,0,131
2621,63,5387,984,1,399
8607,55,6208,985,1,90
10709,28,6587,986,0,59
2855,175,9108,987,0,242
6453,2,4403,988,0,141
2445,3,8149,989,0,128
11412,4,6275,990,0,353
3542,2,5873,991,0,204
1189,40,5478,992,0,247
4365,1,4670,993,0,24
11689,396,6534,994,0,118
9041,1,5839,995,0,190
1831,25,3323,996,0,12
8101,53,7313,997,1,338
5378,2,8104,998,1,346
5784,1,7070,999,1,194
3489,664,4839,1000,0,166
3668,281,4788,1001,0,296
